
🇨🇳有線電視(發財貓),#genre#
CCTV-2財經頻道,http://111.20.33.70/PLTV/88888893/224/3221226224/index.m3u8
CCTV-3綜藝頻道,http://39.134.24.24/PLTV/88888888/224/3221226023/index.m3u8
CCTV-3綜藝頻道,http://111.20.33.93/TVOD/88888893/224/3221226397/index.m3u8 
CCTV-3綜藝頻道,http://39.134.24.24/PLTV/88888888/224/3221225630/index.m3u8
CCTV-3綜藝頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001009/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-3綜藝頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-3綜藝頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001839/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-3綜藝頻道,http://111.20.33.70/PLTV/88888893/224/3221226398/index.m3u8
CCTV-3綜藝頻道,http://111.20.33.70/PLTV/88888893/224/3221226397/index.m3u8
CCTV-4中文國際頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-4中文國際頻道,http://39.134.24.24/PLTV/88888888/224/3221225662/index.m3u8
CCTV-4中文國際頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001015/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-4中文國際頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001333/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-4中文國際頻道,http://111.20.33.70/PLTV/88888893/224/3221226191/index.m3u8
CCTV-4中文國際頻道,http://111.20.33.70/PLTV/88888893/224/3221226223/index.m3u8
CCTV-5體育頻道,http://39.134.24.24/PLTV/88888888/224/3221226025/index.m3u8
CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5體育頻道,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5體育頻道,http://39.134.24.24/PLTV/88888888/224/3221226015/index.m3u8
CCTV-5體育頻道,http://111.20.33.70/PLTV/88888893/224/3221226395/index.m3u8


CCTV-5體育頻道,http://39.134.24.24/PLTV/88888888/224/3221225758/index.m3u8
CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001010/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001587/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001639/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001010/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001592/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5體育頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001639/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV-5體育頻道,http://111.20.33.70/PLTV/88888893/224/3221226396/index.m3u8
CCTV-5體育頻道,http://111.20.33.70/PLTV/88888893/224/3221226342/index.m3u8
CCTV-5體育頻道,http://111.20.33.70/PLTV/88888893/224/3221226343/index.m3u8
CCTV-6電影頻道,http://39.134.24.24/PLTV/88888888/224/3221226027/index.m3u8
CCTV-6電影頻道,http://39.134.24.24/PLTV/88888888/224/3221225708/index.m3u8
CCTV-6電影頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001016/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6電影頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001588/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6電影頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001859/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6電影頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001859/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6電影頻道,http://111.20.33.70/PLTV/88888893/224/3221226394/index.m3u8
CCTV-6電影頻道,http://111.20.33.70/PLTV/88888893/224/3221226011/index.m3u8
CCTV-6電影頻道,http://111.20.33.70/PLTV/88888893/224/3221226393/index.m3u8
CCTV-7國防軍事頻道,http://39.134.24.24/PLTV/88888888/224/3221225855/index.m3u8
CCTV-7國防軍事頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001017/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-7國防軍事頻道,http://39.134.24.24/PLTV/88888888/224/3221225768/index.m3u8
CCTV-7國防軍事頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-7國防軍事頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001325/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-7國防軍事頻道,http://111.20.33.70/PLTV/88888893/224/3221226192/index.m3u8
CCTV-7國防軍事頻道,http://111.20.33.70/PLTV/88888893/224/3221226248/index.m3u8
CCTV-8電視劇頻道,http://111.20.33.93/TVOD/88888893/224/3221226391/index.m3u8 
CCTV-8電視劇頻道,http://39.134.24.24/PLTV/88888888/224/3221226029/index.m3u8
CCTV-8電視劇頻道,http://39.134.24.24/PLTV/88888888/224/3221225666/index.m3u8
CCTV-8電視劇頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001022/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8電視劇頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001849/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8電視劇頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8電視劇頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001022/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8電視劇頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001849/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8電視劇頻道,http://111.20.33.70/PLTV/88888893/224/3221226391/index.m3u8
CCTV-8電視劇頻道,http://111.20.33.70/PLTV/88888893/224/3221226407/index.m3u8
CCTV-9紀錄頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-9紀錄頻道,http://39.134.24.24/PLTV/88888888/224/3221225672/index.m3u8
CCTV-9紀錄頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001023/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-9紀錄頻道,http://111.20.33.70/PLTV/88888893/224/3221226197/index.m3u8
CCTV-10科教頻道,http://39.134.24.24/PLTV/88888888/224/3221225823/index.m3u8
CCTV-10科教頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001011/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-10科教頻道,http://39.134.24.24/PLTV/88888888/224/3221225782/index.m3u8
CCTV-10科教頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-10科教頻道,http://111.20.33.70/PLTV/88888893/224/3221226189/index.m3u8
CCTV-11戲曲頻道,http://39.134.24.24/PLTV/88888888/224/3221225825/index.m3u8
CCTV-11戲曲頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001012/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-11戲曲頻道,http://39.134.24.24/PLTV/88888888/224/3221225774/index.m3u8
CCTV-11戲曲頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001327/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-11戲曲頻道,http://111.20.33.70/PLTV/88888893/224/3221226240/index.m3u8
CCTV-12社會與法頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-12社會與法頻道,http://111.20.33.70/PLTV/88888893/224/3221226190/index.m3u8
CCTV-12社會與法頻道,http://39.134.24.24/PLTV/88888888/224/3221225702/index.m3u8
CCTV-12社會與法頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001013/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-13新聞頻道,http://39.134.24.24/PLTV/88888888/224/3221225827/index.m3u8
CCTV-13新聞頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001014/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-13新聞頻道,http://39.134.24.24/PLTV/88888888/224/3221225650/index.m3u8
CCTV-13新聞頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-13新聞頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-13新聞頻道,http://111.20.33.70/PLTV/88888893/224/3221226233/index.m3u8
CCTV-14少兒頻道,http://39.134.24.24/PLTV/88888888/224/3221225857/index.m3u8
CCTV-14少兒頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001019/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-14少兒頻道,http://39.134.24.24/PLTV/88888888/224/3221225658/index.m3u8
CCTV-14少兒頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-14少兒頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-14少兒頻道,http://111.20.33.70/PLTV/88888893/224/3221226193/index.m3u8
CCTV-15音樂頻道,http://39.134.24.24/PLTV/88888888/224/3221225636/index.m3u8
CCTV-15音樂頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001020/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-16奧林匹克頻道,http://111.20.105.60:6060/yinhe/2/ch00000090990000002395/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-16奧林匹克頻道,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV-16奧林匹克頻道,http://111.20.33.70/PLTV/88888893/224/3221226921/index.m3u8


CCTV-17農業農村頻道,http://111.20.33.93/TVOD/88888893/224/3221226198/index.m3u8 
CCTV-17農業農村頻道,http://39.134.24.24/PLTV/88888888/224/3221225859/index.m3u8
CCTV-17農業農村頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-17農業農村頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001301/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-17農業農村頻道,http://111.20.33.70/PLTV/88888893/224/3221226198/index.m3u8
CCTV-17農業農村頻道,http://111.20.33.70/PLTV/88888893/224/3221226208/index.m3u8
CCTV-5+體育賽事頻道,http://39.134.24.24/PLTV/88888888/224/3221225641/index.m3u8
CCTV-5+體育賽事頻道,http://39.134.24.24/PLTV/88888888/224/3221225718/index.m3u8
CCTV-5+體育賽事頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001008/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5+體育賽事頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5+體育賽事頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001592/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5+體育賽事頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001008/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5+體育賽事頻道,http://111.20.33.70/PLTV/88888893/224/3221226221/index.m3u8
CGTN-英語新聞頻道,http://39.134.24.24/PLTV/88888888/224/3221225736/index.m3u8
CGTN-英語新聞頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001024/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CGTN-英語新聞頻道 ,https://amg00405-rakutentv-cgtn-rakuten-i9tar.amagi.tv/master.m3u8
CGTN GlobalBiz,https://amg01314-amg01314c6-distrotv-us-10220.playouts.now.amagi.tv/playlist/amg01314-cgtn-cgtnglobalbiz-distrotvus/playlist.m3u8
China Travel,https://amg01314-amg01314c7-distrotv-us-10219.playouts.now.amagi.tv/playlist/amg01314-cgtn-cgtnchinatravel-distrotvus/playlist.m3u8
Discovering China,https://amg01314-amg01314c8-distrotv-us-10218.playouts.now.amagi.tv/playlist/amg01314-cgtn-cgtndiscoveringchina-distrotvus/playlist.m3u8

CGTN-Documentary紀錄頻道,https://0472.org/hls/cgtnd.m3u8
CGTN-Pусский俄語頻道,https://0472.org/hls/cgtne.m3u8
CGTN-Français法語頻道,https://0472.org/hls/cgtnf.m3u8
CGTN-Español西班牙語頻道,https://0472.org/hls/cgtnx.m3u8
CGTN-英語新聞頻道,https://0472.org/hls/cgtna.m3u8





CGTN-Español西班牙語頻道,video://http://www.eztv1.cn/zb/index.php?id=13
CGTN-英語新聞頻道,video://http://www.eztv1.cn/zb/index.php?id=14
CGTN-Pусский俄語頻道,video://http://www.eztv1.cn/zb/index.php?id=15
CGTN-العربية阿拉伯語頻道,video://http://www.eztv1.cn/zb/index.php?id=19
CGTN-Français法語頻道,video://http://www.eztv1.cn/zb/index.php?id=137



CCTV-4K超高清頻道,http://www.rogerxlj.top:9998/rtp/233.18.204.188:5140

CCTV-4K超高清頻道,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221227140/index.m3u8

CCTV-4K超高清頻道,mitv://66.42.60.221:6001/686b80050003ae31008f39764595a000



CCTV-4K超高清頻道,http://phb888.myds.me:35455/nptv/cctv4k.m3u8 
CCTV-4K超高清頻道,http://aiony.top:35455/nptv/cctv4k.m3u8 
CCTV-4K超高清頻道,http://leo0911.mycloudnas.com:35455/nptv/cctv4k.m3u8 

CCTV-8K超高清頻道,http://192.151.150.154/live/cctv8k.m3u8

CCTV-8K超高清頻道,http://173.208.212.130:8181/720p/cctv8k.m3u8




CETV-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8
CETV-2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8
CETV-3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV-4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8





CETV-1,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000027253/index.m3u8?channel-id=ystenlive&Contentid=1000000002000027253&livemode=1&stbId=3
CETV-4,http://zteres.sn.chinamobile.com:6060/000000001000/1000000005000025333/index.m3u8?channel-id=ystenlive&Contentid=1000000005000025333&livemode=1&stbId=3




CETV-1,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001063/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-2,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001064/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-3,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-3,http://111.20.33.70/PLTV/88888893/224/3221226226/index.m3u8
CETV-4,http://39.134.24.24/PLTV/88888888/224/3221225873/index.m3u8
CETV-4,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001308/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-4,http://111.20.33.70/PLTV/88888893/224/3221226225/index.m3u8



CCTV-4中文國際頻道(歐洲),http://home.kqysw.com:4000/udp/239.69.1.231:11028
CCTV-4中文國際頻道(美洲),http://home.kqysw.com:4000/udp/239.69.1.232:11034

CCTV-4中文國際頻道(歐洲),http://yemingjkl.x3322.net:35455/mgtv/608807419.m3u8
CCTV-4中文國際頻道(美洲),http://yemingjkl.x3322.net:35455/mgtv/608807416.m3u8

CCTV-4中文國際頻道(歐洲),http://xiaoya.crccxw.top:35455/mgtv/608807419.m3u8
CCTV-4中文國際頻道(美洲),http://xiaoya.crccxw.top:35455/mgtv/608807416.m3u8


CCTV-4中文國際頻道(歐洲),http://jackgao.top:35455/mgtv/608807419.m3u8
CCTV-4中文國際頻道(美洲),http://jackgao.top:35455/mgtv/608807416.m3u8

CCTV-4中文國際頻道(歐洲),http://ht.ikhs.cn:8880/udp/239.69.1.231:11028
CCTV-4中文國際頻道(美洲),http://ht.ikhs.cn:8880/udp/239.69.1.232:11034
CCTV-4中文國際頻道(歐洲),http://ik6.iptv8.net:8888/udp/225.1.5.31:1342
CCTV-4中文國際頻道(美洲),http://ik6.iptv8.net:8888/udp/225.1.5.32:1343



CCTV-4中文國際頻道(歐洲),http://www.lizhinas.top:1009/udp/239.252.219.192:5140
CCTV-4中文國際頻道(美洲),http://www.lizhinas.top:1009/udp/239.252.219.193:5140
重溫經典,https://cdn.qd.je/163189/cwjd
重溫經典,https://cdn.qd.je/163189/cwjd2
重溫經典,http://8.138.7.223/tv/cwjd.php

重溫經典,http://116.77.239.26:44300/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
重溫經典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
重溫經典,http://120.76.248.139/live/bfgd/4200000635.m3u8
重溫經典,http://120.76.248.139/live/bfgd/4200000636.m3u8
重溫經典,http://120.76.248.139/live/bfgd/4200000635.m3u8
重溫經典,https://gdcucc.v1.mk/gdcucc/cwjd.m3u8
重溫經典,http://cdn6.veryfast.filegear-sg.me/live/cwjd/stream.m3u8
重溫經典,https://cdn6.946985.qzz.io/live/cwjd/stream.m3u8





鳳凰衛視中文台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
鳳凰衛視中文台,http://111.20.33.70/PLTV/88888893/224/3221226547/index.m3u8
鳳凰衛視資訊台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002187/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
鳳凰衛視資訊台,http://111.20.33.70/PLTV/88888893/224/3221226546/index.m3u8
鳳凰衛視香港台,https://cdn.qd.je/163189/fhhk

鳳凰衛視香港台,https://php.jdshipin.com:2096/smt.php?id=hkphoenix_twn

鳳凰衛視香港台,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fhhk
鳳凰衛視香港台,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fhhk2
鳳凰衛視香港台,http://gd.wsd.gd.cn:1698/hls/97/index.m3u8







鳳凰衛視香港台,http://cdn.jdshipin.com/jisu.php?id=fhxg
鳳凰衛視香港台,http://mag.greatott.me:80/play/live.php?mac=00:1A:79:11:ED:45&stream=153402&extension=ts&play_token=Va2HtR9jUD
鳳凰衛視香港台,http://tv.greatstar.me:80/play/live.php?mac=00:1A:79:E5:D4:63&stream=153402&extension=ts&play_token=vBulb9w1pg
鳳凰衛視香港台,http://tv.trexiptv.com:80/play/live.php?mac=00:1A:79:32:C6:2F&stream=153402&extension=ts&play_token=v43osRykOm

鳳凰衛視電影台,http://dsm.xlangnan.cn:10316/rtp/239.254.201.1:5214
鳳凰衛視電影台,http://221.7.175.154:8445/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0

鳳凰衛視電影台,http://share.xlangnan.cn:10316/rtp/239.254.201.1:5214
鳳凰衛視電影台,http://emby.xlangnan.cn:10316/rtp/239.254.201.1:5214

鳳凰衛視電影台(備),http://www.liyajun.top:7088/udp/239.253.93.81:6247
鳳凰衛視電影台(備),http://yaching.xmtcenter.com:9999/rtp/239.254.201.1:5214




鳳凰衛視電影台,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
鳳凰衛視電影台,http://heb.myshare.pw:4022/rtp/239.254.201.1:5214
鳳凰衛視電影台,http://kictoc.top:7000/rtp/239.254.201.1:5214
鳳凰衛視電影台,http://chiceren.myds.me:58888/rtp/239.254.201.1:5214
鳳凰衛視電影台,http://yaching.xmtcenter.com:9999/rtp/239.254.201.1:5214


鳳凰衛視美洲台,https://dfe3-6a12-2f81-6b56.kylintv.tv/live/pxnaus_iphone.m3u8
鳳凰衛視美洲台,http://15611-huge.cdn-o2.me/live/4b1cb29e33/9ea2b8c5e827/500958.ts

鳳凰衛視美洲台,http://mag.greatott.me:80/play/live.php?mac=00:1A:79:11:ED:45&stream=156408&extension=ts&play_token=SKgVNFln5O





翡翠台,https://cdn.qd.je/163189/fct
翡翠台,https://cdn.qd.je/163189/fct2
翡翠台4K,https://cdn.qd.je/163189/fct4k


私人影院(測試),http://111.59.139.82:11888/tsfile/live/1221_1.m3u8?key=txiptv&playlive=1&authid=0

星空衛視(測試),https://play-drm.aliiptv.com/live/xingkong.m3u8
星空國際(測試),https://play-drm.aliiptv.com/live/xkgj.m3u8
Channel[V](測試),https://play-drm.aliiptv.com/live/channelv.m3u8
私人影院(測試),https://play-drm.aliiptv.com/live/cinep.m3u8






星空衛視(測試),https://play-drm.aliiptv.com/live/xingkong.m3u8?verify=1790054972-Smfm772Wy2uI69LaUvee--kEJSMboXGN2SMYj-fJLwU
星空國際(測試),https://play-drm.aliiptv.com/live/xkgj.m3u8?verify=1790054805-EPJeQOmhKMiK44wp96qTU7t9IW29uC-4c6Uwj7ihjXg
Channel[V](測試),https://play-drm.aliiptv.com/live/channelv.m3u8?verify=1790056061-Mn6tpYv5Avt89f_uAJmZDiN1qQfbykhbywemDu7XRJU
私人影院(測試),https://play-drm.aliiptv.com/live/cinep.m3u8?verify=1790055685-41qU2mWvdiouBURMyXVOyxEzMOUldQwQyJYPk9UE7CA










澳門蓮花衛視,https://cdn.qd.je/163189/amlh
澳門蓮花衛視,https://h5cdn3.kylintv.tv/live/lotustv_iphone.m3u8
澳門蓮花衛視,http://1033946631.cloudvdn.com/a.m3u8?domain=live-hdl.macaulotustv.com&player=1&streamid=lotustv:lotustv/macaulotustv&v3=1

澳門蓮花衛視,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8

澳門蓮花衛視,https://cdn1.skygo.mn/live/disk1/Lotus/HLSv3-FTA/Lotus.m3u8
澳門蓮花衛視,https://fenghuang.tv12.xyz/187.m3u8
澳門蓮花衛視,http://122.53.222.9:9981/stream/channelid/801543536?profile=pass
香港衛視,video://https://hkstv.tv/live
香港衛視,https://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港衛視,https://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8?hls_ctx=33d410r6

香港國際衛視,http://player4.juyun.tv/camera/158562106.m3u8
香港國際衛視,http://hplayer1.juyun.tv/camera/127567146.m3u8



每經AI電視,http://swiftplay.hxkjmedia.com/tv/spbW.m3u8
每經AI電視,video://http://www.nbd.com.cn/corp/AiTv/index.html
每經AI電視,webview://http://www.nbd.com.cn/corp/AiTv/index.html

寰球電視台,http://utv1.hqtvzb.com:9999/hls/world.m3u8
東盟電視台,https://stream.tvasean.com/live/test/hls.m3u8
新城電視台,https://1777604606.rsc.cdn77.org/1777604606/index.m3u8
亞洲衛視,https://p8.vzan.com/slowlive/415983998730568937/live.m3u8
亞太電視綜合台,http://play2.one-tv.com/live/onetv.m3u8
香港國際衛視,http://player4.juyun.tv/camera/158562106.m3u8
香港國際衛視,http://hplayer1.juyun.tv/camera/127567146.m3u8
CCN TV(歐洲中國平台),https://cdn.istoikona.com/ccnrtv/live/playlist.m3u8
CCN TV(歐洲中國平台),https://cdn.istoikona.com/ccnrtv/live/chunks.m3u8?nimblesessionid=223965029

陝西新聞資訊,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001580/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陝西新聞資訊,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001719/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陝西新聞資訊,http://111.20.33.70/PLTV/88888893/224/3221226357/index.m3u8
陝西都市青春,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001593/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陝西都市青春,http://111.20.33.70/PLTV/88888893/224/3221226358/index.m3u8
陝西銀齡,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001729/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
